order,name,internal_var,namelist,group,group_cn,dtype,default,size,description,usage,condition,source,line,source_use_count,source_use_files,source_usage_summary,source_use_examples
580,particle_linear,particle_linear,&inputnl,Particle Simulation Options,粒子模拟选项,integer,-1,1,1: Solve linear delta-f equation. 0: Include nonlinear terms in delta-f,运行时默认：`particle_linear=-1` 时改为当前 `linear`。,ifdef USEPARTICLES,unstructured/input.f90,1272,5,unstructured/particle.f90(2); unstructured/particle_com.f90(2); unstructured/input.f90(1),"源码引用 5 处；主要在 `particle.f90` 2处, `particle_com.f90` 2处, `input.f90` 1处。","unstructured/input.f90:1762: if(particle_linear.eq.-1) particle_linear=linear
unstructured/particle.f90:624: particle_linear_particle = particle_linear
unstructured/particle.f90:3439: if (particle_linear == 1) then
unstructured/particle_com.f90:611: particle_linear_particle = particle_linear
unstructured/particle_com.f90:3415: if (particle_linear == 1) then"
581,particle_substeps,particle_substeps,&inputnl,Particle Simulation Options,粒子模拟选项,integer,40,1,Number of substeps for particle pushing in one subcycle,,ifdef USEPARTICLES,unstructured/input.f90,1274,8,unstructured/particle.f90(4); unstructured/particle_com.f90(4),"源码引用 8 处；主要在 `particle.f90` 4处, `particle_com.f90` 4处。","unstructured/particle.f90:629: psubsteps_particle = particle_substeps
unstructured/particle.f90:2111: call advance_particles(pdt/particle_substeps/particle_subcycles)
unstructured/particle.f90:2113: write (0, '(A,I7,A,f9.2,A)') 'Particle advance completed', particle_substeps, ' steps in', &
unstructured/particle.f90:3391: if (vspdims .eq. 5) call advancex(xtemp, vtemp, -t0_norm*dt/particle_substeps/2)
unstructured/particle_com.f90:615: psubsteps_particle = particle_substeps
unstructured/particle_com.f90:2028: call advance_particles(pdt/particle_substeps/particle_subcycles)
unstructured/particle_com.f90:2030: write (0, '(A,I7,A,f9.2,A)') 'Particle advance completed', particle_substeps, ' steps in', &
unstructured/particle_com.f90:3367: if (vspdims .eq. 5) call advancex(xtemp, vtemp, -t0_norm*dt/particle_substeps/2)"
582,particle_subcycles,particle_subcycles,&inputnl,Particle Simulation Options,粒子模拟选项,integer,1,1,Number of subcycles for particle pushing in one MHD timestep,,ifdef USEPARTICLES,unstructured/input.f90,1276,7,unstructured/particle.f90(3); unstructured/particle_com.f90(3); unstructured/input.f90(1),"源码引用 7 处；主要在 `particle.f90` 3处, `particle_com.f90` 3处, `input.f90` 1处。","unstructured/input.f90:1772: if(kinetic_thermal_ion.eq.0) particle_subcycles=1
unstructured/particle.f90:2097: do isubcycle=1,particle_subcycles
unstructured/particle.f90:2111: call advance_particles(pdt/particle_substeps/particle_subcycles)
unstructured/particle.f90:2119: if ((isubcycle==particle_subcycles).and.(mod(ntime - ntime0, ntimepr) == 0)) then
unstructured/particle_com.f90:2014: do isubcycle=1,particle_subcycles
unstructured/particle_com.f90:2028: call advance_particles(pdt/particle_substeps/particle_subcycles)
unstructured/particle_com.f90:2036: if ((isubcycle==particle_subcycles).and.(mod(ntime - ntime0, ntimepr) == 0)) then"
583,particle_couple,particle_couple,&inputnl,Particle Simulation Options,粒子模拟选项,integer,0,1,-1: No coupling (test particle). 0: Pressure coupling. 1: Current coupling,,ifdef USEPARTICLES,unstructured/input.f90,1278,27,unstructured/ludef_t.f90(21); unstructured/gradshafranov.f90(2); unstructured/init_common.f90(2); unstructured/particle.f90(2),"源码引用 27 处；主要在 `ludef_t.f90` 21处, `gradshafranov.f90` 2处, `init_common.f90` 2处, `particle.f90` 2处。","unstructured/gradshafranov.f90:1709: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_fast_ion.eq.1)) then
unstructured/gradshafranov.f90:1715: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_thermal_ion.eq.1)) then
unstructured/init_common.f90:691: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_fast_ion.eq.1)) then
unstructured/init_common.f90:697: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_thermal_ion.eq.1)) then
unstructured/ludef_t.f90:244: if ((particle_couple.eq.1).and.(kinetic.eq.1)) then
unstructured/ludef_t.f90:628: if((particle_couple.ge.0).and.(kinetic_fast_ion .eq. 1)) then
unstructured/ludef_t.f90:630: (1-particle_couple)*v1pbb(trialx,pfper79,b2i79(:,OP_1)) & !parallel term
unstructured/ludef_t.f90:634: (1-particle_couple)*v1pbb(trialx,pfpar79-pfper79,b2i79(:,OP_1))&
unstructured/ludef_t.f90:642: if((particle_couple.ge.0).and.(kinetic_thermal_ion .eq. 1)) then
unstructured/ludef_t.f90:644: (1-particle_couple)*v1pbb(trialx,piper79,b2i79(:,OP_1)) & !parallel term"
584,particle_nodelete,particle_nodelete,&inputnl,Particle Simulation Options,粒子模拟选项,integer,0,1,"Do not call delete_particle, keep particles' order",,ifdef USEPARTICLES,unstructured/input.f90,1280,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:2024: if (particle_nodelete.eq.0) then
unstructured/particle_com.f90:1944: if (particle_nodelete.eq.0) then"
585,iconst_f0,iconst_f0,&inputnl,Particle Simulation Options,粒子模拟选项,integer,0,1,Use a constant f0 for delta-f equation,,ifdef USEPARTICLES,unstructured/input.f90,1282,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:628: iconst_f0_particle = iconst_f0
unstructured/particle_com.f90:614: iconst_f0_particle = iconst_f0"
586,ifullf,ifullf,&inputnl,Particle Simulation Options,粒子模拟选项,integer,0,1,Do full-f simulation,,ifdef USEPARTICLES,unstructured/input.f90,1284,6,unstructured/particle.f90(5); unstructured/input.f90(1),"源码引用 6 处；主要在 `particle.f90` 5处, `input.f90` 1处。","unstructured/input.f90:1764: if(eqsubtract.eq.0) ifullf=1
unstructured/particle.f90:627: ifullf_particle = ifullf
unstructured/particle.f90:3466: if (ifullf.eq.0) then
unstructured/particle.f90:3488: if (ifullf.eq.0) then
unstructured/particle.f90:3509: if (ifullf.eq.0) then
unstructured/particle.f90:3531: if (ifullf.eq.0) then"
587,fast_ion_mass,fast_ion_mass,&inputnl,Particle Simulation Options,粒子模拟选项,real,0.,1,Fast ion mass (in units of m_p),,ifdef USEPARTICLES,unstructured/input.f90,1286,6,unstructured/gradshafranov.f90(3); unstructured/input.f90(1); unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 6 处；主要在 `gradshafranov.f90` 3处, `input.f90` 1处, `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/gradshafranov.f90:1601: crit_v=sqrt(2*tf2*1.6e-19/fast_ion_mass/m_p)
unstructured/gradshafranov.f90:1602: max_v=sqrt(2*fast_ion_max_energy*1.6e-19/fast_ion_mass/m_p)
unstructured/gradshafranov.f90:1607: temp79a(i) =tf*(norm_1-norm_2)/dnorm*fast_ion_mass*m_p/3.0&
unstructured/input.f90:1768: if(fast_ion_mass.eq.0) fast_ion_mass=ion_mass
unstructured/particle.f90:364: m_ion(2) = fast_ion_mass * m_proton !Ion mass in kg
unstructured/particle_com.f90:357: m_ion(2) = fast_ion_mass * m_proton !Ion mass in kg"
588,fast_ion_z,fast_ion_z,&inputnl,Particle Simulation Options,粒子模拟选项,real,0.,1,Zeff of fast ion,,ifdef USEPARTICLES,unstructured/input.f90,1288,3,unstructured/input.f90(1); unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 3 处；主要在 `input.f90` 1处, `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/input.f90:1770: if(fast_ion_z.eq.0) fast_ion_z=z_ion
unstructured/particle.f90:368: q_ion(2) = fast_ion_z*e_mks !fishbone
unstructured/particle_com.f90:361: q_ion(2) = fast_ion_z*e_mks !fishbone"
589,fast_ion_dist,fast_ion_dist,&inputnl,Particle Simulation Options,粒子模拟选项,integer,1,1,Type of fast ion distribution function. 0: Read 3D distribution from file. 1: Maxwellian. 2. slowing-down.,,ifdef USEPARTICLES,unstructured/input.f90,1290,18,unstructured/particle.f90(8); unstructured/particle_com.f90(8); unstructured/gradshafranov.f90(1); unstructured/init_common.f90(1),"源码引用 18 处；主要在 `particle.f90` 8处, `particle_com.f90` 8处, `gradshafranov.f90` 1处, `init_common.f90` 1处。","unstructured/gradshafranov.f90:1598: if ((fast_ion_dist==1).or.(fast_ion_dist==0)) then
unstructured/init_common.f90:549: if (fast_ion_dist==1) then
unstructured/particle.f90:631: fast_ion_dist_particle = fast_ion_dist
unstructured/particle.f90:648: if ((kinetic_fast_ion.eq.1).and.(fast_ion_dist.eq.0)) then
unstructured/particle.f90:813: elseif (fast_ion_dist.eq.0) then
unstructured/particle.f90:886: if ((sps.eq.1).or.(fast_ion_dist.eq.1)) then
unstructured/particle.f90:896: elseif (fast_ion_dist.eq.2) then
unstructured/particle.f90:904: elseif (fast_ion_dist.eq.0) then
unstructured/particle.f90:1036: if ((kinetic_fast_ion.eq.1).and.(fast_ion_dist.eq.0)) then
unstructured/particle.f90:1061: if ((kinetic_fast_ion.eq.1).and.(fast_ion_dist.eq.0)) then"
590,fast_ion_max_energy,fast_ion_max_energy,&inputnl,Particle Simulation Options,粒子模拟选项,real,1000.,1,Maximum energy of fast ion for slowing-down distribution,,ifdef USEPARTICLES,unstructured/input.f90,1293,5,unstructured/particle.f90(2); unstructured/particle_com.f90(2); unstructured/gradshafranov.f90(1),"源码引用 5 处；主要在 `particle.f90` 2处, `particle_com.f90` 2处, `gradshafranov.f90` 1处。","unstructured/gradshafranov.f90:1602: max_v=sqrt(2*fast_ion_max_energy*1.6e-19/fast_ion_mass/m_p)
unstructured/particle.f90:632: fast_ion_max_energy_particle = fast_ion_max_energy
unstructured/particle.f90:899: y1 = (exp(ran_temp*log((fast_ion_max_energy/T00)**(1.5)+1)) - 1.)**(1./3.)
unstructured/particle_com.f90:618: fast_ion_max_energy_particle = fast_ion_max_energy
unstructured/particle_com.f90:849: y1 = (exp(ran_temp*log((fast_ion_max_energy/T00)**(1.5)+1)) - 1.)**(1./3.)"
591,num_par_max,num_par_max,&inputnl,Particle Simulation Options,粒子模拟选项,integer,4000000,1,Maximum number of particles,,ifdef USEPARTICLES,unstructured/input.f90,1295,11,unstructured/particle.f90(6); unstructured/particle_com.f90(5),"源码引用 11 处；主要在 `particle.f90` 6处, `particle_com.f90` 5处。","unstructured/particle.f90:595: arraysize = num_par_max
unstructured/particle.f90:601: CALL C_F_POINTER(baseptr, pdata, [num_par_max])
unstructured/particle.f90:699: allocate (pdata_local(num_par_max/maxrank*10))
unstructured/particle.f90:770: npar_fac=0.95*num_par_max/npar_temp_sum*num_par_scale(sps)
unstructured/particle.f90:819: npar_local=int(num_par_max*area*(dot_product(elfieldcoefs(itri)%rst,geomterms%g)/R_axis)/(di/di_axis)&
unstructured/particle.f90:822: npar_local = int(num_par_max*area*(x_max + x_min)/2.*f_mesh*2/nplanes*npar_fac)!fullf
unstructured/particle_com.f90:582: arraysize = num_par_max
unstructured/particle_com.f90:588: CALL C_F_POINTER(baseptr, pdata, [num_par_max])
unstructured/particle_com.f90:669: allocate (pdata_local(num_par_max/maxrank*10))
unstructured/particle_com.f90:777: npar_local=int(num_par_max*area*(dot_product(elfieldcoefs(itri)%rst,geomterms%g)/R_axis)/(di/di_axis)&"
592,num_par_scale,num_par_scale,&inputnl,Particle Simulation Options,粒子模拟选项,real array,1.,2,Scaling factor for particle number initialization,数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,ifdef USEPARTICLES,unstructured/input.f90,1297,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:770: npar_fac=0.95*num_par_max/npar_temp_sum*num_par_scale(sps)
unstructured/particle_com.f90:731: npar_fac=0.95/npar_ratio*num_par_scale(sps)"
593,kinetic_nrmfac_scale,kinetic_nrmfac_scale,&inputnl,Particle Simulation Options,粒子模拟选项,real array,1.,2,Scaling factor of the normalization term in particle phase space integration,数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,ifdef USEPARTICLES,unstructured/input.f90,1299,4,unstructured/particle.f90(2); unstructured/particle_com.f90(2),"源码引用 4 处；主要在 `particle.f90` 2处, `particle_com.f90` 2处。","unstructured/particle.f90:341: nrmfac = nrmfac*kinetic_nrmfac_scale
unstructured/particle.f90:3746: call write_vec_attr(part_root_id, ""particle nrmfac"", nrmfac/kinetic_nrmfac_scale, 2, ierr)
unstructured/particle_com.f90:339: nrmfac = nrmfac*kinetic_nrmfac_scale
unstructured/particle_com.f90:3703: call write_vec_attr(part_root_id, ""particle nrmfac"", nrmfac/kinetic_nrmfac_scale, 2, ierr)"
594,ikinetic_vpar,ikinetic_vpar,&inputnl,Particle Simulation Options,粒子模拟选项,integer,0,1,1: Synchronize particle parallel flow to MHD,,ifdef USEPARTICLES,unstructured/input.f90,1301,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:4308: if (ikinetic_vpar.eq.1) then
unstructured/particle_com.f90:4246: if (ikinetic_vpar.eq.1) then"
595,kinetic_rhomax,kinetic_rhomax,&inputnl,Particle Simulation Options,粒子模拟选项,real,1.,1,Maximum rho for kinetic particle,,ifdef USEPARTICLES,unstructured/input.f90,1303,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:633: kinetic_rhomax_particle = kinetic_rhomax
unstructured/particle_com.f90:619: kinetic_rhomax_particle = kinetic_rhomax"
596,vpar_reduce,vpar_reduce,&inputnl,Particle Simulation Options,粒子模拟选项,real,0.,1,Factor of parallel flow reduction for every timestep,,ifdef USEPARTICLES,unstructured/input.f90,1305,6,unstructured/particle.f90(3); unstructured/particle_com.f90(3),"源码引用 6 处；主要在 `particle.f90` 3处, `particle_com.f90` 3处。","unstructured/particle.f90:4309: temp79a= (vpar_reduce)*temp79c*(1*vipar79(:,OP_1)+1*(1*vfpar79(:,OP_1)-vfpar079(:,OP_1)*nf79(:,OP_1)))&
unstructured/particle.f90:4314: -vpar_reduce*temp79c*temp79b
unstructured/particle.f90:4316: temp79a=-vpar_reduce*temp79b
unstructured/particle_com.f90:4247: temp79a= (vpar_reduce)*temp79c*(1*vipar79(:,OP_1)+1*(1*vfpar79(:,OP_1)-vfpar079(:,OP_1)*nf79(:,OP_1)))&
unstructured/particle_com.f90:4252: -vpar_reduce*temp79c*temp79b
unstructured/particle_com.f90:4254: temp79a=-vpar_reduce*temp79b"
597,idiamagnetic_advection,idiamagnetic_advection,&inputnl,Particle Simulation Options,粒子模拟选项,integer,0,1,1: Enable diamagnetic velocity advection term in momentum equation,,ifdef USEPARTICLES,unstructured/input.f90,1307,9,unstructured/ludef_t.f90(7); unstructured/m3dc1_nint.f90(1); unstructured/particle.f90(1),"源码引用 9 处；主要在 `ludef_t.f90` 7处, `m3dc1_nint.f90` 1处, `particle.f90` 1处。","unstructured/ludef_t.f90:181: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:198: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:214: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:826: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:1410: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:1425: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:1439: if (idiamagnetic_advection.eq.1) then
unstructured/m3dc1_nint.f90:1796: if (idiamagnetic_advection.eq.1) then
unstructured/particle.f90:345: if (idiamagnetic_advection.eq.1) call set_diamagnetic_velocity"
598,imode_filter,imode_filter,&inputnl,Particle Simulation Options,粒子模拟选项,integer,0,1,Number of toroidal mode to be filtered,,ifdef USEPARTICLES,unstructured/input.f90,1309,3,unstructured/particle.f90(3),源码引用 3 处；主要在 `particle.f90` 3处。,"unstructured/particle.f90:4648: do i = 1, abs(imode_filter)
unstructured/particle.f90:4716: if (imode_filter<0) then
unstructured/particle.f90:4754: if (imode_filter.eq.0) return"
599,mode_filter_ntor,mode_filter_ntor,&inputnl,Particle Simulation Options,粒子模拟选项,integer array,0,100,Toroidal mode number to be filtered,数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,ifdef USEPARTICLES,unstructured/input.f90,1311,1,unstructured/particle.f90(1),源码引用 1 处；主要在 `particle.f90` 1处。,unstructured/particle.f90:4649: ntor_i = mode_filter_ntor(i)
600,smooth_par,smooth_par,&inputnl,Particle Simulation Options,粒子模拟选项,real,1.e-8,1,Smoothing factor for particle pressure,,ifdef USEPARTICLES,unstructured/input.f90,1313,4,unstructured/particle.f90(2); unstructured/particle_com.f90(2),"源码引用 4 处；主要在 `particle.f90` 2处, `particle_com.f90` 2处。","unstructured/particle.f90:1094: temp79a(:) = smooth_par
unstructured/particle.f90:1101: tempxx = tempxx + smooth_par*intxx3(mu79(:, :, OP_DPP), nu79(:, :, OP_DPP), ri4_79)
unstructured/particle_com.f90:1069: tempxx = tempxx + smooth_par*(intxx2(mu79(:, :, OP_DZZ), nu79(:, :, OP_DZZ)) + intxx2(mu79(:, :, OP_DRR), nu79(:, :, OP_DRR)))
unstructured/particle_com.f90:1071: tempxx = tempxx + smooth_par*intxx3(mu79(:, :, OP_DPP), nu79(:, :, OP_DPP), ri4_79)"
601,smooth_dens_parallel,smooth_dens_parallel,&inputnl,Particle Simulation Options,粒子模拟选项,real,0.,1,"Smoothing factor for electron density in parallel direction, used for calculating parallel electric field",,ifdef USEPARTICLES,unstructured/input.f90,1315,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:1116: tempxx = tempxx + smooth_dens_parallel*(&
unstructured/particle_com.f90:1086: tempxx = tempxx + smooth_dens_parallel*(&"
482,xray_detector_enabled,xray_detector_enabled,&inputnl,Diagnostics,诊断,integer,0,1,1: enable xray detector,,,unstructured/input.f90,1086,5,unstructured/output.f90(3); unstructured/auxiliary_fields.f90(2),"源码引用 5 处；主要在 `output.f90` 3处, `auxiliary_fields.f90` 2处。","unstructured/auxiliary_fields.f90:948: if(xray_detector_enabled.eq.1) then
unstructured/auxiliary_fields.f90:1151: if(xray_detector_enabled.eq.1) then
unstructured/output.f90:561: if(xray_detector_enabled.eq.1) then
unstructured/output.f90:1384: if(xray_detector_enabled.eq.1) then
unstructured/output.f90:1700: if(xray_detector_enabled.eq.1) then"
483,xray_r0,xray_r0,&inputnl,Diagnostics,诊断,real,0.,1,R coordinate of xray detector,,,unstructured/input.f90,1088,2,unstructured/auxiliary_fields.f90(1); unstructured/diagnostics.f90(1),"源码引用 2 处；主要在 `auxiliary_fields.f90` 1处, `diagnostics.f90` 1处。","unstructured/auxiliary_fields.f90:949: call get_chord_mask(xray_r0, xray_phi0*pi/180., xray_z0, &
unstructured/diagnostics.f90:1116: call get_chord_mask(xray_r0, xray_phi0*pi/180., xray_z0, &"
